Age,SSec_Category,Gender,Hobby,Education_Duration,Housing,Profession,Loan Status,Working_Hours,Investment,Loan,Dependents,Marital_Status,Yearly_Breaks,Number_of_Siblings,Employer_Kind,City,Income,Answer,Country,Debt_Paid,Id
28.0,4,M,9,14.0,Trailer,9,Applied,35.0,20.0,2000.0,6,Single,0,3,MNC,38,182496.699,1,Canada,45812,15068
46.0,4,F,9,14.0,Trailer,0,EMI,37.0,20.0,2000.0,1,Single,1,4,MNC,38,153619.905,1,Canada,10613,15070
37.0,4,F,11,10.0,Condo,3,EMI,,14364.0,2000.0,2,Divorced with Children,1,4,Self-employed,38,171175.925,1,Canada,10898,15071
44.0,4,F,9,14.0,Slum,3,Not Applied,42.0,7708.0,2000.0,1,Single,0,4,Self-employed,38,208723.74,1,Canada,42828,15074
49.0,4,F,12,15.0,Condo,9,Applied,37.0,20.0,3977.0,1,,1,4,Self-employed,38,118589.086,1,Canada,40328,15075
28.0,4,F,15,11.0,Trailer,2,EMI,42.0,20.0,2000.0,4,Separated,1,2,Self-employed,38,174238.525,0,Canada,32166,15079
50.0,4,M,11,10.0,Apartment,0,EMI,40.0,20.0,2000.0,6,Single,1,2,,38,114113.83,0,Canada,35467,15080
18.0,4,M,11,10.0,Apartment,9,EMI,42.0,20.0,2000.0,3,Separated,0,4,MNC,38,374550.66299999994,0,Canada,13436,15081
35.0,4,F,8,12.0,Condo,3,Applied,42.0,20.0,2000.0,1,Single,1,3,Self-employed,38,216132.049,1,Canada,40579,15082
58.0,4,F,9,14.0,Apartment,10,Applied,,7318.0,2000.0,1,Single,1,4,MNC,38,138396.081,1,Canada,22523,15085
60.0,4,F,9,14.0,Bungalow,11,EMI,62.0,20.0,2000.0,1,Single,0,2,Self-employed,38,670594.08,1,Canada,32785,15087
51.0,4,M,11,10.0,,11,EMI,37.0,20.0,2000.0,2,Married,0,2,,38,213079.482,0,Canada,19304,15088
36.0,4,F,9,14.0,Apartment,11,EMI,52.0,20.0,2000.0,1,Single,0,3,Self-employed,38,280358.201,1,Canada,34894,15089
47.0,4,F,8,12.0,Trailer,9,EMI,42.0,20.0,2000.0,1,Single,1,2,MNC,38,317644.23699999996,0,Canada,13681,15090
16.0,4,F,15,11.0,Bungalow,0,EMI,,20.0,2000.0,4,Separated,1,3,MNC,38,407123.638,0,Canada,48355,15092
23.0,4,F,9,14.0,Condo,9,EMI,42.0,20.0,2000.0,3,,1,3,MNC,38,204023.37600000002,0,Canada,22687,15093
21.0,4,M,9,14.0,Trailer,0,EMI,42.0,20.0,2000.0,2,Separated,0,3,MNC,38,359186.855,0,Canada,35690,15097
61.0,4,F,9,14.0,Slum,11,Critical,17.0,20.0,2000.0,1,Single,1,4,Self-employed,38,198427.212,0,Canada,36381,15098
61.0,4,F,8,12.0,,7,Critical,,20.0,2000.0,1,Single,1,2,Self-employed,38,419768.93100000004,0,Canada,41818,15099
49.0,4,F,7,13.0,Condo,11,Critical,32.0,3123.0,2000.0,1,Single,0,4,Self-employed,38,270719.428,1,Canada,34418,15101
43.0,4,F,11,10.0,Slum,2,Paid,52.0,20.0,2000.0,1,Single,1,3,,38,121445.52900000001,1,Canada,36899,15104
49.0,2,F,5,5.0,Trailer,13,EMI,,20.0,2000.0,1,Single,1,4,Self-employed,38,105002.92599999999,0,Canada,32228,15106
41.0,4,F,12,15.0,,9,Applied,42.0,20.0,2000.0,1,Single,1,3,Self-employed,38,41675.644,1,Canada,38748,15108
51.0,4,F,1,8.0,Condo,6,EMI,42.0,20.0,2000.0,1,Single,0,2,MNC,38,174373.928,0,Canada,31288,15109
39.0,4,F,15,11.0,Condo,9,EMI,42.0,20.0,2000.0,1,,0,2,MNC,38,157656.114,0,Canada,10195,15111
42.0,4,F,11,10.0,Bungalow,2,Not Applied,42.0,20.0,2000.0,5,Married,1,3,,38,107379.85,0,Canada,48788,15112
58.0,4,M,8,12.0,Bungalow,2,EMI,32.0,20.0,2000.0,2,Engaged,0,4,MNC,38,65839.951,0,Canada,43648,15116
31.0,4,F,9,14.0,Condo,3,EMI,47.0,20.0,2000.0,1,Single,0,3,MNC,38,108954.665,0,Canada,18052,15118
33.0,4,F,9,14.0,Condo,11,EMI,42.0,20.0,2000.0,1,Single,0,2,Self-employed,38,177304.86399999997,1,Canada,13242,15119
29.0,4,F,15,11.0,Bungalow,0,Overdue,,20.0,2000.0,1,,1,2,,38,281749.994,0,Canada,36506,15120
52.0,4,F,11,10.0,Slum,0,EMI,62.0,7318.0,2000.0,1,Single,0,4,Self-employed,38,202677.033,1,Canada,25918,15121
55.0,4,F,10,17.0,Trailer,9,Critical,37.0,20.0,2000.0,1,Single,0,4,MNC,38,173466.431,0,Canada,10446,15122
39.0,4,F,15,11.0,Bungalow,6,EMI,44.0,7318.0,2000.0,1,Single,1,4,Self-employed,38,275063.918,1,Canada,30643,15125
49.0,4,F,15,11.0,Slum,3,Paid,,20.0,2000.0,1,Single,1,3,MNC,38,335073.684,1,Canada,47094,15127
40.0,4,F,4,4.0,Slum,0,EMI,42.0,20.0,2000.0,3,Divorced with Children,0,2,,7,210859.38100000002,0,Canada,38897,15128
26.0,4,F,8,12.0,Bungalow,5,EMI,47.0,20.0,2000.0,2,,1,3,MNC,38,97051.209,0,Canada,40862,15129
45.0,4,M,0,7.0,Trailer,9,EMI,22.0,20.0,2000.0,6,Single,0,2,Self-employed,4,178862.72600000005,0,Canada,18801,15130
51.0,0,F,9,14.0,Trailer,12,Not Applied,42.0,20.0,2000.0,2,Married,1,4,Self-employed,38,160159.27800000002,0,Canada,36227,15131
44.0,2,F,1,8.0,,7,EMI,42.0,7708.0,2000.0,1,Single,0,2,MNC,38,239329.825,1,Canada,13715,15133
23.0,4,M,11,10.0,Bungalow,0,Not Applied,,20.0,2000.0,3,Separated,1,4,MNC,38,404625.415,0,Canada,48944,15134
45.0,4,F,11,10.0,Condo,6,EMI,42.0,20.0,2000.0,1,Single,1,2,MNC,38,346075.769,0,Canada,25633,15135
28.0,4,F,11,10.0,Condo,13,EMI,42.0,20.0,2000.0,1,Single,1,2,MNC,38,37826.81,0,Canada,38936,15137
46.0,4,F,11,10.0,Trailer,2,EMI,42.0,20.0,2000.0,1,,0,3,MNC,38,54459.200999999994,0,Canada,41553,15138
20.0,2,F,15,11.0,Bungalow,7,EMI,42.0,20.0,2000.0,4,Separated,1,3,Self-employed,38,338485.393,0,Canada,45605,15139
30.0,4,F,15,11.0,Bungalow,2,Critical,32.0,20.0,2000.0,1,Single,0,3,Self-employed,38,159986.604,0,Canada,42254,15140
29.0,4,F,11,10.0,Condo,7,EMI,42.0,20.0,2000.0,1,Single,1,3,MNC,38,197081.15399999998,0,Canada,32021,15142
41.0,4,M,15,11.0,Apartment,7,EMI,22.0,20.0,2000.0,6,Single,0,2,Self-employed,8,346683.00399999996,1,Canada,14112,15143
24.0,4,M,8,12.0,Trailer,7,EMI,42.0,20.0,2000.0,2,Separated,0,4,,38,243285.94199999998,0,Canada,43225,15144
32.0,2,F,11,10.0,Condo,4,EMI,42.0,20.0,2000.0,1,Single,1,4,MNC,38,322201.622,0,Canada,27832,15145
28.0,2,M,11,10.0,Trailer,0,Overdue,42.0,20.0,2000.0,5,,0,3,MNC,38,238922.91199999998,0,Canada,25005,15147
15.0,4,F,1,8.0,Slum,7,EMI,,20.0,2000.0,4,Separated,1,3,Self-employed,38,36047.189,0,Canada,20601,15148
27.0,4,F,15,11.0,Bungalow,2,EMI,42.0,20.0,2000.0,1,Single,0,4,MNC,38,209035.462,0,Canada,46672,15150
30.0,2,F,9,14.0,Slum,3,Critical,42.0,20.0,2000.0,1,Single,1,2,,38,68508.01400000001,0,Canada,12170,15152
32.0,4,F,9,14.0,Condo,11,EMI,42.0,20.0,2000.0,4,Separated,0,2,Self-employed,38,139825.797,1,Canada,47097,15153
45.0,4,M,15,11.0,Condo,0,Not Applied,,20.0,2000.0,5,Married,0,3,MNC,38,113091.641,0,Canada,38766,15155
38.0,4,M,15,11.0,,11,EMI,42.0,20.0,2000.0,2,,1,3,MNC,38,95279.98300000001,0,Canada,38942,15156
24.0,4,M,8,12.0,Slum,7,EMI,42.0,20.0,2000.0,2,Separated,0,4,MNC,38,29741.31600000001,0,Canada,45529,15157
28.0,4,M,11,10.0,Slum,7,EMI,42.0,20.0,2000.0,2,Separated,0,2,MNC,20,167594.269,0,Canada,25664,15158
52.0,4,F,11,10.0,Slum,2,EMI,42.0,20.0,2000.0,2,Married,1,4,Self-employed,38,311833.636,0,Canada,29234,15159
36.0,4,F,9,14.0,Apartment,3,EMI,42.0,20.0,2000.0,1,Single,1,2,MNC,38,83310.85,1,Canada,35849,15161
41.0,2,F,5,5.0,Condo,4,EMI,,20.0,2000.0,2,Divorced with Children,1,3,Self-employed,38,120600.68400000001,0,Canada,34256,15162
23.0,4,F,15,11.0,,4,EMI,22.0,20.0,2000.0,4,Separated,1,4,MNC,38,202212.76899999997,0,Canada,26251,15163
45.0,4,F,11,10.0,,7,EMI,36.0,20.0,2000.0,1,Single,1,3,Self-employed,38,108385.304,0,Canada,33682,15166
43.0,2,M,11,10.0,Bungalow,7,EMI,37.0,20.0,2000.0,3,Married,0,2,Self-employed,38,174057.77300000002,0,Canada,36971,15167
23.0,4,F,15,11.0,Apartment,11,EMI,37.0,20.0,2000.0,2,Separated,1,2,Self-employed,38,226404.992,0,Canada,13795,15170
55.0,4,M,4,4.0,Bungalow,6,EMI,42.0,20.0,2000.0,2,Divorced with Children,1,3,Self-employed,38,226283.855,0,Canada,27846,15171
26.0,4,M,9,14.0,Bungalow,9,EMI,26.0,20.0,3977.0,6,Single,0,4,MNC,38,111482.91699999999,1,Canada,10592,15172
26.0,4,F,11,10.0,Condo,11,EMI,53.0,20.0,2000.0,1,Single,0,4,Self-employed,4,219014.117,0,Canada,30268,15173
25.0,4,M,9,14.0,,9,EMI,57.0,20.0,2000.0,2,,1,3,MNC,38,163520.452,0,Canada,45250,15174
26.0,4,M,9,14.0,Trailer,0,EMI,22.0,20.0,2000.0,2,Separated,0,4,Self-employed,38,202049.28100000002,0,Canada,36384,15175
25.0,4,F,11,10.0,Bungalow,6,EMI,47.0,20.0,2000.0,4,Separated,1,3,Self-employed,38,368914.972,0,Canada,28419,15178
26.0,2,M,6,6.0,,5,EMI,26.0,20.0,2000.0,4,Separated,1,3,Self-employed,38,188870.664,0,Canada,36062,15181
31.0,1,F,8,12.0,Bungalow,11,EMI,,20.0,2000.0,4,,1,4,Self-employed,29,67260.80900000001,0,Canada,14688,15183
36.0,4,F,11,10.0,Condo,7,Overdue,42.0,20.0,2000.0,2,Married,0,3,,38,273429.566,0,Canada,41094,15184
29.0,2,M,11,10.0,,11,EMI,27.0,20.0,2000.0,5,Separated,1,3,MNC,38,112612.27900000001,0,Canada,47497,15185
38.0,4,M,12,15.0,,9,EMI,47.0,20.0,2000.0,2,Separated,0,2,Self-employed,38,227649.865,1,Canada,35742,15186
36.0,4,F,12,15.0,Trailer,3,EMI,62.0,20.0,2000.0,1,Single,0,4,MNC,38,162127.679,1,Canada,35997,15188
17.0,2,F,15,11.0,Condo,3,EMI,32.0,20.0,2000.0,4,Separated,0,2,Self-employed,38,153033.711,0,Canada,16477,15189
36.0,4,F,12,15.0,Apartment,3,EMI,47.0,20.0,2000.0,2,Married,1,3,MNC,38,149916.43099999998,1,Canada,39486,15191
28.0,4,M,9,14.0,Slum,9,EMI,6.0,20.0,2000.0,6,,0,3,,38,167502.959,0,Canada,17082,15192
20.0,4,M,11,10.0,Apartment,8,EMI,42.0,4528.0,2000.0,6,Single,1,4,Self-employed,38,203951.197,0,Canada,15028,15193
16.0,4,F,11,10.0,Slum,7,Overdue,27.0,20.0,2000.0,4,Separated,0,4,MNC,38,110551.045,0,Canada,25229,15194
66.0,4,M,15,11.0,,7,EMI,22.0,20.0,2000.0,2,Engaged,1,2,MNC,38,96624.118,0,Canada,22490,15195
33.0,4,F,8,12.0,Condo,13,EMI,52.0,20.0,2000.0,2,Married,0,3,MNC,38,176086.258,0,Canada,41196,15196
30.0,4,F,0,7.0,Condo,2,EMI,42.0,20.0,2000.0,5,Married,0,3,MNC,38,213309.522,0,Canada,38139,15198
41.0,4,M,15,11.0,Bungalow,9,Not Applied,42.0,20.0,2000.0,6,Single,1,4,Self-employed,38,196965.34,1,Canada,11552,15199
28.0,2,M,0,7.0,Bungalow,6,EMI,42.0,20.0,2000.0,5,Separated,0,4,,38,149929.384,0,Canada,12140,15200
60.0,4,F,15,11.0,Apartment,12,EMI,26.0,2849.0,2000.0,1,,0,3,Self-employed,38,233137.16100000002,0,Canada,42613,15201
36.0,4,F,8,12.0,Trailer,6,EMI,42.0,20.0,2000.0,1,Single,0,4,Self-employed,38,109861.495,0,Canada,15870,15202
26.0,4,M,10,17.0,Condo,9,EMI,,20.0,2000.0,2,Separated,1,2,MNC,10,612380.088,1,Canada,49562,15204
24.0,4,F,8,12.0,Bungalow,7,EMI,42.0,20.0,2000.0,2,Separated,0,2,Self-employed,38,34860.454,0,Canada,20994,15205
17.0,2,F,11,10.0,Bungalow,7,EMI,42.0,20.0,2000.0,3,Separated,0,3,Self-employed,38,248484.532,0,Canada,12921,15207
18.0,4,F,15,11.0,Trailer,0,EMI,32.0,20.0,2000.0,4,Separated,1,3,,38,159490.418,0,Canada,22163,15208
23.0,2,F,9,14.0,Trailer,10,Overdue,42.0,20.0,2000.0,2,Separated,1,3,MNC,38,261576.833,0,Canada,35694,15209
22.0,4,M,9,14.0,Bungalow,0,EMI,52.0,20.0,2000.0,6,Single,1,2,Self-employed,38,270371.452,0,Canada,47198,15213
21.0,4,M,11,10.0,,7,EMI,42.0,20.0,2000.0,2,Separated,0,2,Self-employed,38,116307.576,0,Canada,47139,15214
22.0,4,M,9,14.0,Apartment,9,EMI,22.0,20.0,2000.0,4,Separated,1,4,MNC,38,190280.688,0,Canada,19489,15215
23.0,4,F,11,10.0,Condo,7,Critical,10.0,20.0,2000.0,2,Separated,0,2,,38,470412.951,0,Canada,45328,15216
28.0,4,F,11,10.0,,3,EMI,,20.0,2000.0,1,Single,0,3,Self-employed,38,138749.538,0,Canada,48375,15218
24.0,4,M,9,14.0,Slum,11,EMI,47.0,20.0,2000.0,4,,0,2,MNC,38,157100.107,0,Canada,25915,15219
60.0,4,F,12,15.0,Condo,9,EMI,52.0,20.0,2000.0,1,Single,1,2,Self-employed,38,225758.947,0,Canada,26398,15220
34.0,4,M,15,11.0,Slum,3,EMI,35.0,20.0,2000.0,6,Single,0,3,MNC,38,267238.858,0,Canada,22545,15221
43.0,1,F,11,10.0,Condo,7,EMI,42.0,20.0,2000.0,1,Single,0,3,Self-employed,29,79119.843,0,Canada,29727,15222
29.0,4,M,7,13.0,,11,EMI,47.0,20.0,2880.0,5,Married,0,4,MNC,38,331705.14,0,Canada,40261,15223
63.0,4,F,9,14.0,Trailer,3,Paid,,20.0,2000.0,1,Single,0,3,MNC,25,174640.539,1,Canada,19735,15225
40.0,4,M,8,12.0,Condo,9,EMI,42.0,20.0,2000.0,5,Married,0,4,Self-employed,38,100526.431,0,Canada,30345,15226
38.0,2,M,15,11.0,Bungalow,11,EMI,42.0,20.0,2000.0,6,,1,2,MNC,32,188019.241,0,Canada,35682,15228
51.0,4,F,15,11.0,Slum,0,Not Applied,42.0,20.0,2000.0,1,Single,0,2,Self-employed,38,167996.5,1,Canada,31233,15229
52.0,4,F,11,10.0,Slum,11,EMI,52.0,20.0,2000.0,1,Single,0,2,Self-employed,38,22558.482999999997,1,Canada,23959,15230
21.0,4,M,11,10.0,Slum,0,EMI,42.0,20.0,2000.0,2,Separated,1,2,Self-employed,38,122920.028,0,Canada,34607,15234
26.0,4,M,9,14.0,,7,EMI,17.0,20.0,2000.0,6,Single,1,2,Self-employed,38,100016.871,0,Canada,49361,15235
18.0,4,F,11,10.0,Condo,5,EMI,42.0,20.0,2000.0,4,Separated,0,3,Self-employed,38,106849.70599999999,0,Canada,38061,15236
71.0,4,F,9,14.0,Apartment,9,EMI,32.0,20.0,2000.0,1,Single,1,2,Self-employed,38,242173.15600000002,0,Canada,42017,15238
45.0,4,F,15,11.0,Trailer,2,Critical,,20.0,3977.0,1,Single,1,2,MNC,38,221803.103,1,Canada,17449,15239
38.0,4,F,2,9.0,Condo,2,EMI,42.0,20.0,2000.0,2,Married,0,3,MNC,38,227548.13199999998,0,Canada,14729,15241
35.0,4,M,8,12.0,Bungalow,12,EMI,39.0,20.0,2000.0,6,Single,0,3,MNC,38,232074.98,1,Canada,40790,15242
37.0,4,F,11,10.0,Apartment,6,EMI,52.0,20.0,2000.0,4,Married,1,3,Self-employed,38,181876.86,0,Canada,34309,15243
42.0,4,F,15,11.0,Condo,7,Critical,47.0,20.0,2000.0,2,Married,0,3,MNC,38,252760.28600000002,0,Canada,28953,15245
39.0,2,M,11,10.0,Trailer,11,EMI,42.0,20.0,2000.0,5,Separated,1,4,MNC,38,276071.225,0,Canada,44452,15249
53.0,4,F,9,14.0,Condo,10,EMI,42.0,20.0,2000.0,1,Single,0,2,Self-employed,38,377103.81799999997,1,Canada,18317,15250
51.0,4,M,12,15.0,Apartment,9,Applied,52.0,20.0,2000.0,5,Married,0,3,Self-employed,38,177954.863,0,Canada,20429,15252
29.0,4,F,12,15.0,,3,EMI,,20.0,4415.0,1,Single,0,3,MNC,35,276426.76399999997,1,Canada,43072,15253
19.0,4,F,11,10.0,Bungalow,2,EMI,42.0,20.0,2000.0,2,Separated,0,3,MNC,38,338937.844,0,Canada,38676,15254
28.0,2,F,11,10.0,Trailer,6,EMI,42.0,20.0,2000.0,2,,0,3,MNC,38,281587.498,0,Canada,15000,15255
72.0,4,M,11,10.0,Slum,9,EMI,12.0,20.0,2000.0,2,Engaged,1,2,,38,23071.394,0,Canada,38497,15256
58.0,4,M,9,14.0,Condo,3,EMI,42.0,20.0,2000.0,2,Married,0,4,MNC,17,116145.356,1,Canada,26116,15259
57.0,4,M,6,6.0,Apartment,6,EMI,,20.0,2000.0,5,Divorced with Children,1,2,MNC,25,225368.715,0,Canada,36574,15260
45.0,4,F,9,14.0,Bungalow,2,Not Applied,42.0,20.0,3740.0,1,Single,1,3,MNC,38,20374.731,0,Canada,32367,15262
47.0,4,F,6,6.0,Condo,2,EMI,42.0,20.0,2000.0,1,Single,0,3,MNC,38,36431.698,0,Canada,37945,15263
71.0,4,M,15,11.0,Slum,9,Applied,13.0,20.0,2000.0,3,,0,3,,38,36873.251000000004,0,Canada,37788,15264
56.0,2,M,11,10.0,Trailer,7,EMI,22.0,20.0,2000.0,5,Married,1,2,Self-employed,38,122726.382,0,Canada,34107,15265
16.0,2,F,1,8.0,Slum,9,EMI,17.0,20.0,2000.0,4,Separated,0,3,Self-employed,38,234419.361,0,Canada,47434,15266
33.0,2,F,15,11.0,Condo,5,EMI,,20.0,2000.0,4,Separated,0,2,MNC,38,203839.27300000002,0,Canada,48347,15267
60.0,4,M,11,10.0,Condo,0,EMI,40.0,20.0,2000.0,2,Engaged,1,4,Self-employed,38,119412.77900000001,0,Canada,41010,15269
49.0,4,F,15,11.0,Condo,0,EMI,42.0,15044.0,2000.0,1,Single,0,4,Self-employed,38,90604.713,1,Canada,19367,15271
25.0,4,M,8,12.0,Bungalow,9,EMI,,20.0,3876.0,2,Separated,0,2,Self-employed,1,33498.101,0,Canada,25020,15274
29.0,0,F,11,10.0,Condo,2,EMI,47.0,20.0,2000.0,2,Separated,0,2,MNC,38,101669.291,0,Canada,22516,15276
29.0,2,M,11,10.0,Slum,7,EMI,36.0,20.0,2000.0,5,Separated,1,4,MNC,38,211831.46,0,Canada,22123,15277
42.0,4,F,15,11.0,Apartment,2,EMI,52.0,5198.0,2000.0,1,Single,0,2,MNC,38,72906.395,1,Canada,29524,15278
50.0,4,F,10,17.0,,9,Paid,67.0,100019.0,2000.0,1,Single,1,3,MNC,38,327406.799,1,Canada,17127,15279
28.0,4,F,7,13.0,,11,EMI,42.0,20.0,2000.0,1,Single,0,4,,38,29818.646,0,Canada,29745,15280
27.0,2,F,11,10.0,,13,EMI,,20.0,2000.0,4,Separated,0,3,Self-employed,38,96036.45199999999,0,Canada,44741,15281
34.0,4,F,1,8.0,Bungalow,13,EMI,42.0,20.0,2000.0,2,,1,3,MNC,38,175795.84699999998,0,Canada,13430,15282
52.0,4,F,9,14.0,Trailer,4,Critical,52.0,20.0,2000.0,1,Single,0,3,Self-employed,38,110644.589,0,Canada,22288,15283
57.0,4,F,15,11.0,Slum,10,Applied,42.0,20.0,2000.0,2,Divorced with Children,0,3,MNC,38,209398.332,1,Canada,29684,15284
53.0,4,F,15,11.0,Apartment,0,EMI,47.0,20.0,2000.0,2,Separated,1,4,MNC,38,267585.385,0,Canada,44517,15285
68.0,4,F,8,12.0,Bungalow,9,EMI,32.0,20.0,2000.0,2,Separated,0,2,Self-employed,38,227002.24300000002,0,Canada,23683,15286
20.0,4,M,7,13.0,Trailer,0,EMI,22.0,20.0,2000.0,4,Separated,0,3,MNC,38,96372.19699999999,0,Canada,14651,15287
40.0,4,M,11,10.0,Bungalow,6,EMI,,20.0,2000.0,2,Married,0,4,,38,320524.755,0,Canada,39236,15288
34.0,4,M,7,13.0,,11,EMI,42.0,20.0,2000.0,6,Single,1,2,MNC,38,186151.318,0,Canada,10753,15289
30.0,4,F,9,14.0,Condo,9,EMI,42.0,20.0,2000.0,1,Single,1,3,MNC,38,209676.437,1,Canada,28980,15290
20.0,2,F,11,10.0,Apartment,9,EMI,47.0,20.0,2000.0,5,Separated,0,2,Self-employed,38,276487.86600000004,0,Canada,33985,15292
29.0,4,F,11,10.0,,13,EMI,52.0,20.0,2000.0,1,Single,0,4,MNC,38,204400.00600000002,0,Canada,18054,15294
40.0,4,F,11,10.0,Apartment,3,Critical,50.0,20.0,2000.0,2,Separated,0,3,Self-employed,38,115164.215,0,Canada,23616,15297
28.0,4,F,11,10.0,Trailer,0,EMI,46.0,20.0,2000.0,1,Single,1,4,MNC,38,171172.889,0,Canada,49033,15299
52.0,4,M,11,10.0,Trailer,3,EMI,47.0,20.0,2000.0,5,,1,4,MNC,38,183348.53,0,Canada,45745,15300
37.0,4,F,15,11.0,,13,EMI,42.0,20.0,2000.0,5,Separated,0,4,Self-employed,38,170535.951,0,Canada,39206,15301
22.0,4,F,15,11.0,Condo,6,EMI,,20.0,2000.0,4,Separated,0,2,MNC,38,191177.87399999998,0,Canada,35167,15302
19.0,4,M,11,10.0,Trailer,0,EMI,46.0,20.0,2000.0,4,Separated,0,2,MNC,38,200337.11,0,Canada,25957,15303
21.0,2,M,6,6.0,Condo,7,EMI,32.0,20.0,2000.0,5,Separated,1,2,,38,125405.286,0,Canada,37624,15304
21.0,4,M,12,15.0,Slum,11,EMI,22.0,20.0,2000.0,2,Separated,1,3,Self-employed,38,52597.485,0,Canada,33526,15306
37.0,4,F,11,10.0,Apartment,6,EMI,42.0,20.0,3726.0,5,Married,1,3,Self-employed,38,240178.69100000002,0,Canada,42140,15307
30.0,2,F,1,8.0,Trailer,7,EMI,42.0,20.0,2000.0,2,Separated,1,4,,38,175687.549,0,Canada,29584,15312
58.0,4,F,10,17.0,,9,Overdue,62.0,7708.0,2000.0,1,Single,0,3,MNC,38,164827.731,1,Canada,31399,15315
19.0,4,M,15,11.0,Slum,6,EMI,,20.0,2000.0,4,Separated,1,3,Self-employed,38,300450.12899999996,0,Canada,32689,15316
51.0,4,M,15,11.0,Slum,0,EMI,24.0,20.0,2000.0,3,Engaged,0,4,Self-employed,38,213519.00600000002,0,Canada,10276,15317
19.0,4,F,15,11.0,Condo,5,EMI,42.0,20.0,2000.0,2,Separated,1,3,MNC,38,107803.448,0,Canada,34743,15319
22.0,4,F,11,10.0,,2,EMI,42.0,20.0,2000.0,2,Separated,0,3,MNC,38,167252.053,0,Canada,28575,15321
34.0,4,F,7,13.0,Slum,7,Not Applied,42.0,20.0,2000.0,1,Single,1,4,Self-employed,38,241923.90399999998,0,Canada,31792,15322
27.0,2,F,12,15.0,Apartment,3,EMI,,20.0,2000.0,2,Separated,0,3,MNC,38,217537.512,0,Canada,37255,15323
42.0,4,F,15,11.0,Apartment,3,EMI,52.0,20.0,2000.0,1,Single,1,2,Self-employed,38,211801.164,0,Canada,14403,15325
30.0,4,F,12,15.0,Apartment,9,Applied,50.0,20.0,2000.0,1,Single,0,2,MNC,38,225057.813,0,Canada,30079,15326
23.0,4,M,9,14.0,Condo,3,EMI,52.0,20.0,2000.0,2,,0,3,MNC,38,203971.062,0,Canada,46336,15327
39.0,4,F,11,10.0,Apartment,2,Critical,29.0,20.0,2000.0,5,Married,0,4,,38,188871.92899999997,0,Canada,11161,15328
16.0,4,M,11,10.0,Bungalow,7,EMI,32.0,20.0,2000.0,4,Separated,1,4,MNC,38,133918.167,0,Canada,18299,15329
55.0,4,F,15,11.0,Condo,2,EMI,,20.0,3672.0,1,Single,0,2,MNC,38,59215.125,0,Canada,28427,15330
27.0,4,F,9,14.0,Condo,5,EMI,42.0,20.0,2000.0,4,Separated,1,2,Self-employed,38,115102.57,0,Canada,40593,15332
26.0,4,M,0,7.0,Condo,6,EMI,42.0,20.0,2000.0,5,,1,4,,38,289224.82,0,Canada,33466,15336
36.0,4,F,11,10.0,Bungalow,7,EMI,,20.0,2000.0,4,Separated,0,2,MNC,38,20057.238999999998,0,Canada,40764,15337
39.0,2,F,9,14.0,,9,EMI,42.0,20.0,2000.0,2,Separated,0,3,MNC,38,223957.77300000002,0,Canada,20272,15339
21.0,4,F,9,14.0,Condo,9,EMI,40.0,20.0,2000.0,2,Separated,1,3,MNC,38,232420.961,0,Canada,46652,15340
29.0,4,F,12,15.0,Slum,11,EMI,78.0,20.0,2000.0,1,Single,1,4,MNC,38,158557.01,1,Canada,34325,15341
29.0,4,F,4,4.0,Apartment,6,EMI,47.0,20.0,2000.0,2,Separated,1,3,Self-employed,25,503828.846,0,Canada,20336,15342
16.0,4,M,1,8.0,Slum,11,EMI,,20.0,2000.0,4,Separated,1,4,,38,374999.333,0,Canada,41296,15344
55.0,4,F,12,15.0,Condo,12,Critical,40.0,20.0,2000.0,1,,0,4,MNC,38,104239.222,1,Canada,25167,15345
23.0,4,M,8,12.0,Slum,0,EMI,40.0,20.0,2000.0,2,Separated,1,3,MNC,38,196295.428,0,Canada,27407,15346
30.0,4,F,12,15.0,,3,EMI,42.0,20.0,2000.0,1,Single,1,2,Self-employed,38,348352.184,1,Canada,18986,15347
25.0,4,F,6,6.0,Apartment,4,EMI,42.0,20.0,2000.0,4,Separated,0,3,Self-employed,38,222189.336,0,Canada,41490,15348
15.0,4,M,0,7.0,Slum,9,EMI,19.0,20.0,2000.0,4,Separated,0,2,Self-employed,38,629958.624,0,Canada,36236,15350
41.0,4,F,11,10.0,Apartment,2,Overdue,,20.0,2000.0,5,Separated,0,2,MNC,38,164119.571,0,Canada,27995,15351
54.0,4,M,9,14.0,Bungalow,9,Critical,42.0,20.0,2000.0,2,Divorced,0,3,,38,110216.87599999999,1,Canada,35032,15352
18.0,4,M,11,10.0,Apartment,0,Not Applied,42.0,20.0,2000.0,4,,1,3,MNC,38,342001.50200000004,0,Canada,10379,15354
40.0,4,F,15,11.0,Slum,6,EMI,47.0,20.0,2000.0,2,Separated,1,4,Self-employed,38,154133.135,0,Canada,28186,15355
88.0,4,F,11,10.0,Slum,13,EMI,101.0,20.0,2000.0,5,Engaged,1,3,Self-employed,38,84466.895,0,Canada,19810,15356
25.0,2,M,11,10.0,Condo,7,EMI,,20.0,2000.0,2,Separated,0,3,Self-employed,22,290676.284,0,Canada,45843,15358
46.0,4,F,11,10.0,Slum,13,EMI,46.0,20.0,2000.0,1,Single,0,3,MNC,38,293485.722,0,Canada,18992,15359
